event_id,visitor_id,store_id,camera_id,timestamp,event_type,zone_id,confidence,metadata,event
d0f7c15c19054af6bbc3074f13d63a0f,1,STORE_001,CAM_FLOOR_A,frame:1,ZONE_ENTER,PROMO_WALKWAY,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 1}",ZONE_ENTER
4db3af54f7ac4cfa9a7fd6ff8bd1bb06,2,STORE_001,CAM_FLOOR_A,frame:1,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 1}",ZONE_ENTER
31979cdfdd2b4e33b3172dc67c0adc7b,3,STORE_001,CAM_FLOOR_A,frame:1,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 1}",ZONE_ENTER
1a209a8121d141ad81d3b9da44b1c2c6,1,STORE_001,CAM_FLOOR_A,frame:15,ZONE_EXIT,PROMO_WALKWAY,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 15}",ZONE_EXIT
acb20cf63bd947ce86969d501a154c47,1,STORE_001,CAM_FLOOR_A,frame:15,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 15}",ZONE_ENTER
c55258d61258402b9c68f763f0066e6d,10,STORE_001,CAM_FLOOR_A,frame:46,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 46}",ZONE_ENTER
c18f2b59a6a041859948ed8140fe746b,10,STORE_001,CAM_FLOOR_A,frame:46,BILLING_QUEUE_JOIN,BILLING_QUEUE_A,1.0,"{""source"": ""queue_entry"", ""queue_depth"": 1, ""is_staff"": false, ""frame"": 46}",BILLING_QUEUE_JOIN
5f655f97053043e48d36227baee850bf,19,STORE_001,CAM_FLOOR_A,frame:84,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 84}",ZONE_ENTER
6751fe03f5d14433bb5b26e0ea20f0d0,20,STORE_001,CAM_FLOOR_A,frame:90,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 90}",ZONE_ENTER
94e926ac77bd4defa07568809e241c2f,29,STORE_001,CAM_FLOOR_A,frame:153,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 153}",ZONE_ENTER
48067aef42dc433591cad0acc3746193,43,STORE_001,CAM_FLOOR_A,frame:227,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 227}",ZONE_ENTER
78f18565e9d540899e46970a241c7610,43,STORE_001,CAM_FLOOR_A,frame:227,BILLING_QUEUE_JOIN,BILLING_QUEUE_A,1.0,"{""source"": ""queue_entry"", ""queue_depth"": 2, ""is_staff"": false, ""frame"": 227}",BILLING_QUEUE_JOIN
8007b7c7727344caac67e3eca126881d,48,STORE_001,CAM_FLOOR_A,frame:241,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 241}",ZONE_ENTER
cebdd2b7a3e249d2bdf5395be2679a39,66,STORE_001,CAM_FLOOR_A,frame:408,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 408}",ZONE_ENTER
6115d0dfc4db4caeadc1b343e95723ee,105,STORE_001,CAM_FLOOR_A,frame:531,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 531}",ZONE_ENTER
da2ccf1c09b143c5989205f94168deef,111,STORE_001,CAM_FLOOR_A,frame:538,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 538}",ZONE_ENTER
1c218915bf49441eb38ffba89cbaddea,113,STORE_001,CAM_FLOOR_A,frame:544,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 544}",ZONE_ENTER
d493b01e8be646e590a702f17049c7fc,122,STORE_001,CAM_FLOOR_A,frame:553,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 553}",ZONE_ENTER
05b2a71cf6e143d28431082f99dacc5d,125,STORE_001,CAM_FLOOR_A,frame:564,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 564}",ZONE_ENTER
014f4a56ac454402abca6005235ebbb7,126,STORE_001,CAM_FLOOR_A,frame:602,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 602}",ZONE_ENTER
b88d99fd21df448abd6088e8fb39d563,127,STORE_001,CAM_FLOOR_A,frame:602,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 602}",ZONE_ENTER
f36589579a4347ddb67a46b13b088ded,130,STORE_001,CAM_FLOOR_A,frame:617,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 617}",ZONE_ENTER
ea4db634c73945aba51dec9d0439861c,132,STORE_001,CAM_FLOOR_A,frame:624,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 624}",ZONE_ENTER
723ea677abd446b0be048e1ce0994b32,133,STORE_001,CAM_FLOOR_A,frame:626,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 626}",ZONE_ENTER
0519882ba30b47f6b6a145909c5497dc,134,STORE_001,CAM_FLOOR_A,frame:629,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 629}",ZONE_ENTER
318b6b476f7e4f93a3232d6e154a81da,141,STORE_001,CAM_FLOOR_A,frame:662,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 662}",ZONE_ENTER
802758c5aa104ed998305f49139f20fb,144,STORE_001,CAM_FLOOR_A,frame:669,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 669}",ZONE_ENTER
7a5004d1613e4575803906bf7bb467aa,152,STORE_001,CAM_FLOOR_A,frame:712,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 712}",ZONE_ENTER
7abc442eac8f47e5b8b02b72606b10d2,152,STORE_001,CAM_FLOOR_A,frame:712,BILLING_QUEUE_JOIN,BILLING_QUEUE_A,1.0,"{""source"": ""queue_entry"", ""queue_depth"": 3, ""is_staff"": false, ""frame"": 712}",BILLING_QUEUE_JOIN
3f2bcf3334eb44878416a453a09f9228,155,STORE_001,CAM_FLOOR_A,frame:723,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 723}",ZONE_ENTER
f9c5df316a0447f28dddbcf82cc55eb1,163,STORE_001,CAM_FLOOR_A,frame:777,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 777}",ZONE_ENTER
fae437abb99d468fbe331c90ab68d7b1,175,STORE_001,CAM_FLOOR_A,frame:817,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 817}",ZONE_ENTER
f89e202246ba4b278632298c42e95129,187,STORE_001,CAM_FLOOR_A,frame:834,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 834}",ZONE_ENTER
587d06fb2dcd46748978409f8dc19800,196,STORE_001,CAM_FLOOR_A,frame:840,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 840}",ZONE_ENTER
66ff7db2a1a64f6bb9c89f4ba115ad58,208,STORE_001,CAM_FLOOR_A,frame:883,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 883}",ZONE_ENTER
fae64555efd54aa78535f4d08e815c95,66,STORE_001,CAM_FLOOR_A,frame:885,ZONE_EXIT,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 885}",ZONE_EXIT
1676fd3f732a485a862ac0c44e82f1a5,66,STORE_001,CAM_FLOOR_A,frame:885,ZONE_ENTER,PROMO_WALKWAY,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 885}",ZONE_ENTER
525392b90ae049d7b8b1c843d7a23bcc,2,STORE_001,CAM_FLOOR_A,frame:900,ZONE_DWELL,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_dwell"", ""is_staff"": false, ""frame"": 900}",ZONE_DWELL
d28f67975eb54baeb03cba26c1661a7a,216,STORE_001,CAM_FLOOR_A,frame:916,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 916}",ZONE_ENTER
1f7a93ed48da4947b29cd3ad5106c852,222,STORE_001,CAM_FLOOR_A,frame:966,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 966}",ZONE_ENTER
183eb98fed714400bd02acfa66a95ff8,231,STORE_001,CAM_FLOOR_A,frame:1064,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 1064}",ZONE_ENTER
bed50541e359457a91bb584edd46452f,271,STORE_001,CAM_FLOOR_A,frame:1168,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 1168}",ZONE_ENTER
b51a25d1809d4bc481065299f3ada3ab,306,STORE_001,CAM_FLOOR_A,frame:1261,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 1261}",ZONE_ENTER
5af08214e4ae4625801a98c5c06d5d15,66,STORE_001,CAM_FLOOR_A,frame:1308,ZONE_EXIT,PROMO_WALKWAY,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 1308}",ZONE_EXIT
1f946f186605473f93e578a58020addd,66,STORE_001,CAM_FLOOR_A,frame:1308,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 1308}",ZONE_ENTER
290bde312ec746348ed884b9a76f2cfe,333,STORE_001,CAM_FLOOR_A,frame:1364,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 1364}",ZONE_ENTER
5f5b22e81bc444d0b4e7d7a819cf3182,357,STORE_001,CAM_FLOOR_A,frame:1468,ZONE_ENTER,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 1468}",ZONE_ENTER
2c19fc009237430d90351977dd5ac127,359,STORE_001,CAM_FLOOR_A,frame:1470,ZONE_ENTER,BEAUTY_CONSULTATION,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 1470}",ZONE_ENTER
a2440c60c139438a9048cfeef25a7ea6,357,STORE_001,CAM_FLOOR_A,frame:1480,ZONE_EXIT,PREMIUM_SKINCARE,1.0,"{""source"": ""zone_transition"", ""is_staff"": false, ""frame"": 1480}",ZONE_EXIT
